sId,studentId,ssId,status,isattended,attendedDate,acid
24587,5815,5433,1,1,5/18/2018 14:30,1
24588,5396,5451,1,1,5/18/2018 14:30,1
24589,3147,5284,1,1,5/18/2018 14:31,1
24590,3238,5897,1,1,5/18/2018 14:36,1
24591,3238,5326,1,1,5/18/2018 14:36,1
24592,3457,5898,1,1,5/18/2018 14:41,1
24593,3469,5898,1,1,5/18/2018 14:54,1
24594,3474,5898,1,1,5/18/2018 14:56,1
24595,3454,5898,1,1,5/18/2018 15:04,1
24596,4767,5284,1,1,5/18/2018 15:20,1
24597,302,5631,1,1,5/18/2018 15:27,1
24598,303,5631,1,1,5/18/2018 15:27,1
24599,304,5631,1,1,5/18/2018 15:27,1
24600,305,5631,1,1,5/18/2018 15:27,1
24601,306,5631,1,1,5/18/2018 15:27,1
24602,307,5631,1,1,5/18/2018 15:27,1
24603,308,5631,1,1,5/18/2018 15:27,1
24604,309,5631,1,1,5/18/2018 15:27,1
24605,310,5631,1,1,5/18/2018 15:27,1
24606,311,5631,1,1,5/18/2018 15:27,1
24607,312,5631,1,1,5/18/2018 15:27,1
24608,313,5631,1,1,5/18/2018 15:27,1
24609,314,5631,1,1,5/18/2018 15:27,1
24610,315,5631,1,1,5/18/2018 15:27,1
24611,316,5631,1,1,5/18/2018 15:27,1
24612,317,5631,1,1,5/18/2018 15:27,1
24613,318,5631,1,1,5/18/2018 15:27,1
24614,319,5631,1,1,5/18/2018 15:27,1
24615,320,5631,1,1,5/18/2018 15:27,1
24616,321,5631,1,1,5/18/2018 15:27,1
24617,322,5631,1,1,5/18/2018 15:27,1
24618,323,5631,1,1,5/18/2018 15:27,1
24619,324,5631,1,1,5/18/2018 15:27,1
24620,325,5631,1,1,5/18/2018 15:27,1
24621,326,5631,1,1,5/18/2018 15:27,1
24622,327,5631,1,1,5/18/2018 15:27,1
24623,328,5631,1,1,5/18/2018 15:27,1
24624,329,5631,1,1,5/18/2018 15:27,1
24625,330,5631,1,1,5/18/2018 15:27,1
24626,331,5631,1,1,5/18/2018 15:27,1
24627,332,5631,1,1,5/18/2018 15:27,1
24628,333,5631,1,1,5/18/2018 15:27,1
24629,334,5631,1,1,5/18/2018 15:27,1
24630,335,5631,1,1,5/18/2018 15:27,1
24631,336,5631,1,1,5/18/2018 15:27,1
24632,337,5631,1,1,5/18/2018 15:27,1
24633,338,5631,1,1,5/18/2018 15:27,1
24634,339,5631,1,1,5/18/2018 15:27,1
24635,340,5631,1,1,5/18/2018 15:27,1
24636,341,5631,1,1,5/18/2018 15:27,1
24637,342,5631,1,1,5/18/2018 15:27,1
24638,343,5631,1,1,5/18/2018 15:27,1
24639,344,5631,1,1,5/18/2018 15:27,1
24640,346,5631,1,1,5/18/2018 15:27,1
24641,347,5631,1,1,5/18/2018 15:27,1
24642,348,5631,1,1,5/18/2018 15:27,1
24643,349,5631,1,1,5/18/2018 15:27,1
24644,350,5631,1,1,5/18/2018 15:27,1
24645,351,5631,1,1,5/18/2018 15:27,1
24646,352,5631,1,1,5/18/2018 15:27,1
24647,353,5631,1,1,5/18/2018 15:27,1
24648,354,5631,1,1,5/18/2018 15:27,1
24649,355,5631,1,1,5/18/2018 15:27,1
24650,356,5631,1,1,5/18/2018 15:27,1
24651,357,5631,1,1,5/18/2018 15:27,1
24652,358,5631,1,1,5/18/2018 15:27,1
24653,359,5631,1,1,5/18/2018 15:27,1
24654,360,5631,1,1,5/18/2018 15:27,1
24655,361,5631,1,1,5/18/2018 15:27,1
24656,362,5631,1,1,5/18/2018 15:27,1
24657,363,5631,1,1,5/18/2018 15:27,1
24658,364,5631,1,1,5/18/2018 15:27,1
24659,1017,5631,1,1,5/18/2018 15:27,1
24660,1048,5631,1,1,5/18/2018 15:27,1
24661,4774,5284,1,1,5/18/2018 15:30,1
24662,5324,5854,1,1,5/18/2018 15:46,1
24663,5142,5936,1,1,5/18/2018 15:51,1
24664,4769,5284,1,1,5/18/2018 16:06,1
24665,3896,5156,1,1,5/18/2018 16:24,1
24666,3921,5156,1,1,5/18/2018 16:24,1
24667,3923,5156,1,1,5/18/2018 16:24,1
24668,3931,5156,1,1,5/18/2018 16:24,1
24669,3896,5159,1,1,5/18/2018 16:25,1
24670,3921,5159,1,1,5/18/2018 16:25,1
24671,3923,5159,1,1,5/18/2018 16:25,1
24672,3931,5159,1,1,5/18/2018 16:25,1
24673,3882,6010,1,1,5/18/2018 16:27,1
24674,3896,6010,1,1,5/18/2018 16:27,1
24675,3921,6010,1,1,5/18/2018 16:27,1
24676,3923,6010,1,1,5/18/2018 16:27,1
24677,3931,6010,1,1,5/18/2018 16:27,1
24678,4758,6010,1,1,5/18/2018 16:27,1
24679,3227,5897,1,1,5/18/2018 16:37,1
24680,3227,5322,1,1,5/18/2018 16:38,1
24681,3227,5343,1,1,5/18/2018 16:39,1
24682,3227,5326,1,1,5/18/2018 16:39,1
24683,5324,5842,1,1,5/18/2018 16:42,1
24684,4223,5193,1,1,5/18/2018 16:42,1
24685,4225,5193,1,1,5/18/2018 16:42,1
24686,4226,5193,1,1,5/18/2018 16:42,1
24687,4227,5193,1,1,5/18/2018 16:42,1
24688,4228,5193,1,1,5/18/2018 16:42,1
24689,4229,5193,1,1,5/18/2018 16:42,1
24690,4230,5193,1,1,5/18/2018 16:42,1
24691,4231,5193,1,1,5/18/2018 16:42,1
24692,4232,5193,1,1,5/18/2018 16:42,1
24693,4233,5193,1,1,5/18/2018 16:42,1
24694,4234,5193,1,1,5/18/2018 16:42,1
24695,4235,5193,1,1,5/18/2018 16:42,1
24696,4236,5193,1,1,5/18/2018 16:42,1
24697,4237,5193,1,1,5/18/2018 16:42,1
24698,4238,5193,1,1,5/18/2018 16:42,1
24699,4239,5193,1,1,5/18/2018 16:42,1
24700,4240,5193,1,1,5/18/2018 16:42,1
24701,4241,5193,1,1,5/18/2018 16:42,1
24702,4242,5193,1,1,5/18/2018 16:42,1
24703,4243,5193,1,1,5/18/2018 16:42,1
24704,4245,5193,1,1,5/18/2018 16:42,1
24705,4246,5193,1,1,5/18/2018 16:42,1
24706,4247,5193,1,1,5/18/2018 16:42,1
24707,4248,5193,1,1,5/18/2018 16:42,1
24708,4249,5193,1,1,5/18/2018 16:42,1
24709,4250,5193,1,1,5/18/2018 16:42,1
24710,4251,5193,1,1,5/18/2018 16:42,1
24711,4252,5193,1,1,5/18/2018 16:42,1
24712,4253,5193,1,1,5/18/2018 16:42,1
24713,4254,5193,1,1,5/18/2018 16:42,1
24714,4255,5193,1,1,5/18/2018 16:42,1
24715,4256,5193,1,1,5/18/2018 16:42,1
24716,4257,5193,1,1,5/18/2018 16:42,1
24717,4258,5193,1,1,5/18/2018 16:42,1
24718,4259,5193,1,1,5/18/2018 16:42,1
24719,4260,5193,1,1,5/18/2018 16:42,1
24720,4261,5193,1,1,5/18/2018 16:42,1
24721,4262,5193,1,1,5/18/2018 16:42,1
24722,4263,5193,1,1,5/18/2018 16:42,1
24723,4264,5193,1,1,5/18/2018 16:42,1
24724,4265,5193,1,1,5/18/2018 16:42,1
24725,4266,5193,1,1,5/18/2018 16:42,1
24726,4267,5193,1,1,5/18/2018 16:42,1
24727,4268,5193,1,1,5/18/2018 16:42,1
24728,4269,5193,1,1,5/18/2018 16:42,1
24729,4270,5193,1,1,5/18/2018 16:42,1
24730,4271,5193,1,1,5/18/2018 16:42,1
24731,4272,5193,1,1,5/18/2018 16:42,1
24732,4273,5193,1,1,5/18/2018 16:42,1
24733,4274,5193,1,1,5/18/2018 16:42,1
24734,4275,5193,1,1,5/18/2018 16:42,1
24735,4276,5193,1,1,5/18/2018 16:42,1
24736,4277,5193,1,1,5/18/2018 16:42,1
24737,4278,5193,1,1,5/18/2018 16:42,1
24738,4279,5193,1,1,5/18/2018 16:42,1
24739,4280,5193,1,1,5/18/2018 16:42,1
24740,4281,5193,1,1,5/18/2018 16:42,1
24741,4282,5193,1,1,5/18/2018 16:42,1
24742,4283,5193,1,1,5/18/2018 16:42,1
24743,4284,5193,1,1,5/18/2018 16:42,1
24744,4285,5193,1,1,5/18/2018 16:42,1
24745,4733,5193,1,1,5/18/2018 16:42,1
24746,4734,5193,1,1,5/18/2018 16:42,1
24747,4735,5193,1,1,5/18/2018 16:42,1
24748,5324,5846,1,1,5/18/2018 16:43,1
24749,3447,5337,1,1,5/18/2018 16:43,1
24750,3448,5337,1,1,5/18/2018 16:43,1
24751,3450,5337,1,1,5/18/2018 16:43,1
24752,3451,5337,1,1,5/18/2018 16:43,1
24753,3452,5337,1,1,5/18/2018 16:43,1
24754,3453,5337,1,1,5/18/2018 16:43,1
24755,3454,5337,1,1,5/18/2018 16:43,1
24756,3455,5337,1,1,5/18/2018 16:43,1
24757,3456,5337,1,1,5/18/2018 16:43,1
24758,3457,5337,1,1,5/18/2018 16:43,1
24759,3458,5337,1,1,5/18/2018 16:43,1
24760,3459,5337,1,1,5/18/2018 16:43,1
24761,3460,5337,1,1,5/18/2018 16:43,1
24762,3461,5337,1,1,5/18/2018 16:43,1
24763,3477,5337,1,1,5/18/2018 16:43,1
24764,3478,5337,1,1,5/18/2018 16:43,1
24765,3479,5337,1,1,5/18/2018 16:43,1
24766,3480,5337,1,1,5/18/2018 16:43,1
24767,3481,5337,1,1,5/18/2018 16:43,1
24768,3482,5337,1,1,5/18/2018 16:43,1
24769,3483,5337,1,1,5/18/2018 16:43,1
24770,3484,5337,1,1,5/18/2018 16:43,1
24771,3485,5337,1,1,5/18/2018 16:43,1
24772,3486,5337,1,1,5/18/2018 16:43,1
24773,3487,5337,1,1,5/18/2018 16:43,1
24774,3488,5337,1,1,5/18/2018 16:43,1
24775,3491,5337,1,1,5/18/2018 16:43,1
24776,3490,5337,1,1,5/18/2018 16:43,1
24777,3492,5337,1,1,5/18/2018 16:43,1
24778,3447,5365,1,1,5/18/2018 16:43,1
24779,3458,5365,1,1,5/18/2018 16:43,1
24780,5522,5459,1,1,5/18/2018 16:44,1
24781,5523,5459,1,1,5/18/2018 16:44,1
24782,5524,5459,1,1,5/18/2018 16:44,1
24783,5525,5459,1,1,5/18/2018 16:44,1
24784,5526,5459,1,1,5/18/2018 16:44,1
24785,5527,5459,1,1,5/18/2018 16:44,1
24786,5528,5459,1,1,5/18/2018 16:44,1
24787,5529,5459,1,1,5/18/2018 16:44,1
24788,5530,5459,1,1,5/18/2018 16:44,1
24789,5532,5459,1,1,5/18/2018 16:44,1
24790,5533,5459,1,1,5/18/2018 16:44,1
24791,5534,5459,1,1,5/18/2018 16:44,1
24792,5535,5459,1,1,5/18/2018 16:44,1
24793,5536,5459,1,1,5/18/2018 16:44,1
24794,5537,5459,1,1,5/18/2018 16:44,1
24795,5538,5459,1,1,5/18/2018 16:44,1
24796,5539,5459,1,1,5/18/2018 16:44,1
24797,5540,5459,1,1,5/18/2018 16:44,1
24798,5541,5459,1,1,5/18/2018 16:44,1
24799,5542,5459,1,1,5/18/2018 16:44,1
24800,5543,5459,1,1,5/18/2018 16:44,1
24801,5544,5459,1,1,5/18/2018 16:44,1
24802,5545,5459,1,1,5/18/2018 16:44,1
24803,5546,5459,1,1,5/18/2018 16:44,1
24804,5547,5459,1,1,5/18/2018 16:44,1
24805,5548,5459,1,1,5/18/2018 16:44,1
24806,5549,5459,1,1,5/18/2018 16:44,1
24807,5550,5459,1,1,5/18/2018 16:44,1
24808,5551,5459,1,1,5/18/2018 16:44,1
24809,5552,5459,1,1,5/18/2018 16:44,1
24810,5553,5459,1,1,5/18/2018 16:44,1
24811,5554,5459,1,1,5/18/2018 16:44,1
24812,5555,5459,1,1,5/18/2018 16:44,1
24813,5556,5459,1,1,5/18/2018 16:44,1
24814,5557,5459,1,1,5/18/2018 16:44,1
24815,5558,5459,1,1,5/18/2018 16:44,1
24816,5559,5459,1,1,5/18/2018 16:44,1
24817,5560,5459,1,1,5/18/2018 16:44,1
24818,5561,5459,1,1,5/18/2018 16:44,1
24819,5562,5459,1,1,5/18/2018 16:44,1
24820,5563,5459,1,1,5/18/2018 16:44,1
24821,5564,5459,1,1,5/18/2018 16:44,1
24822,5565,5459,1,1,5/18/2018 16:44,1
24823,5566,5459,1,1,5/18/2018 16:44,1
24824,5567,5459,1,1,5/18/2018 16:44,1
24825,5568,5459,1,1,5/18/2018 16:44,1
24826,5569,5459,1,1,5/18/2018 16:44,1
24827,5570,5459,1,1,5/18/2018 16:44,1
24828,5571,5459,1,1,5/18/2018 16:44,1
24829,5572,5459,1,1,5/18/2018 16:44,1
24830,5573,5459,1,1,5/18/2018 16:44,1
24831,5574,5459,1,1,5/18/2018 16:44,1
24832,5575,5459,1,1,5/18/2018 16:44,1
24833,5576,5459,1,1,5/18/2018 16:44,1
24834,5577,5459,1,1,5/18/2018 16:44,1
24835,5578,5459,1,1,5/18/2018 16:44,1
24836,5579,5459,1,1,5/18/2018 16:44,1
24837,5580,5459,1,1,5/18/2018 16:44,1
24838,5581,5459,1,1,5/18/2018 16:44,1
24839,5582,5459,1,1,5/18/2018 16:44,1
24840,5583,5459,1,1,5/18/2018 16:44,1
24841,5584,5459,1,1,5/18/2018 16:44,1
24842,5585,5459,1,1,5/18/2018 16:44,1
24843,5586,5459,1,1,5/18/2018 16:44,1
24844,5587,5459,1,1,5/18/2018 16:44,1
24845,5588,5459,1,1,5/18/2018 16:44,1
24846,5544,5478,1,1,5/18/2018 16:44,1
24847,5550,5478,1,1,5/18/2018 16:44,1
24848,3431,5320,1,1,5/18/2018 16:46,1
24849,3432,5320,1,1,5/18/2018 16:46,1
24850,3433,5320,1,1,5/18/2018 16:46,1
24851,3434,5320,1,1,5/18/2018 16:46,1
24852,3436,5320,1,1,5/18/2018 16:46,1
24853,3437,5320,1,1,5/18/2018 16:46,1
24854,3438,5320,1,1,5/18/2018 16:46,1
24855,3439,5320,1,1,5/18/2018 16:46,1
24856,3440,5320,1,1,5/18/2018 16:46,1
24857,3441,5320,1,1,5/18/2018 16:46,1
24858,3442,5320,1,1,5/18/2018 16:46,1
24859,3443,5320,1,1,5/18/2018 16:46,1
24860,3444,5320,1,1,5/18/2018 16:46,1
24861,3445,5320,1,1,5/18/2018 16:46,1
24862,3446,5320,1,1,5/18/2018 16:46,1
24863,3447,5320,1,1,5/18/2018 16:46,1
24864,3448,5320,1,1,5/18/2018 16:46,1
24865,3450,5320,1,1,5/18/2018 16:46,1
24866,3451,5320,1,1,5/18/2018 16:46,1
24867,3452,5320,1,1,5/18/2018 16:46,1
24868,3453,5320,1,1,5/18/2018 16:46,1
24869,3454,5320,1,1,5/18/2018 16:46,1
24870,3455,5320,1,1,5/18/2018 16:46,1
24871,3456,5320,1,1,5/18/2018 16:46,1
24872,3457,5320,1,1,5/18/2018 16:46,1
24873,3458,5320,1,1,5/18/2018 16:46,1
24874,3459,5320,1,1,5/18/2018 16:46,1
24875,3460,5320,1,1,5/18/2018 16:46,1
24876,3461,5320,1,1,5/18/2018 16:46,1
24877,3462,5320,1,1,5/18/2018 16:46,1
24878,3463,5320,1,1,5/18/2018 16:46,1
24879,3464,5320,1,1,5/18/2018 16:46,1
24880,3465,5320,1,1,5/18/2018 16:46,1
24881,3466,5320,1,1,5/18/2018 16:46,1
24882,3467,5320,1,1,5/18/2018 16:46,1
24883,3468,5320,1,1,5/18/2018 16:46,1
24884,3469,5320,1,1,5/18/2018 16:46,1
24885,3470,5320,1,1,5/18/2018 16:46,1
24886,3471,5320,1,1,5/18/2018 16:46,1
24887,3472,5320,1,1,5/18/2018 16:46,1
24888,3473,5320,1,1,5/18/2018 16:46,1
24889,3474,5320,1,1,5/18/2018 16:46,1
24890,3475,5320,1,1,5/18/2018 16:46,1
24891,3476,5320,1,1,5/18/2018 16:46,1
24892,3477,5320,1,1,5/18/2018 16:46,1
24893,3478,5320,1,1,5/18/2018 16:46,1
24894,3479,5320,1,1,5/18/2018 16:46,1
24895,3480,5320,1,1,5/18/2018 16:46,1
24896,3481,5320,1,1,5/18/2018 16:46,1
24897,3482,5320,1,1,5/18/2018 16:46,1
24898,3483,5320,1,1,5/18/2018 16:46,1
24899,3484,5320,1,1,5/18/2018 16:46,1
24900,3485,5320,1,1,5/18/2018 16:46,1
24901,3486,5320,1,1,5/18/2018 16:46,1
24902,3487,5320,1,1,5/18/2018 16:46,1
24903,3488,5320,1,1,5/18/2018 16:46,1
24904,3490,5320,1,1,5/18/2018 16:46,1
24905,3491,5320,1,1,5/18/2018 16:46,1
24906,3492,5320,1,1,5/18/2018 16:46,1
24907,3431,5898,1,1,5/18/2018 16:50,1
24908,3431,5365,1,1,5/18/2018 16:50,1
24909,3431,5352,1,1,5/18/2018 16:50,1
24910,5748,5400,1,1,5/18/2018 16:54,1
24911,5749,5400,1,1,5/18/2018 16:54,1
24912,5750,5400,1,1,5/18/2018 16:54,1
24913,5751,5400,1,1,5/18/2018 16:54,1
24914,5752,5400,1,1,5/18/2018 16:54,1
24915,5753,5400,1,1,5/18/2018 16:54,1
24916,5754,5400,1,1,5/18/2018 16:54,1
24917,5755,5400,1,1,5/18/2018 16:54,1
24918,5756,5400,1,1,5/18/2018 16:54,1
24919,5758,5400,1,1,5/18/2018 16:54,1
24920,5759,5400,1,1,5/18/2018 16:54,1
24921,5760,5400,1,1,5/18/2018 16:54,1
24922,5761,5400,1,1,5/18/2018 16:54,1
24923,5762,5400,1,1,5/18/2018 16:54,1
24924,5763,5400,1,1,5/18/2018 16:54,1
24925,5764,5400,1,1,5/18/2018 16:54,1
24926,5765,5400,1,1,5/18/2018 16:54,1
24927,5766,5400,1,1,5/18/2018 16:54,1
24928,5767,5400,1,1,5/18/2018 16:54,1
24929,5768,5400,1,1,5/18/2018 16:54,1
24930,5769,5400,1,1,5/18/2018 16:54,1
24931,5770,5400,1,1,5/18/2018 16:54,1
24932,5771,5400,1,1,5/18/2018 16:54,1
24933,5772,5400,1,1,5/18/2018 16:54,1
24934,5773,5400,1,1,5/18/2018 16:54,1
24935,5774,5400,1,1,5/18/2018 16:54,1
24936,5775,5400,1,1,5/18/2018 16:54,1
24937,5776,5400,1,1,5/18/2018 16:54,1
24938,5777,5400,1,1,5/18/2018 16:54,1
24939,5778,5400,1,1,5/18/2018 16:54,1
24940,5779,5400,1,1,5/18/2018 16:54,1
24941,5780,5400,1,1,5/18/2018 16:54,1
24942,5781,5400,1,1,5/18/2018 16:54,1
24943,5782,5400,1,1,5/18/2018 16:54,1
24944,5783,5400,1,1,5/18/2018 16:54,1
24945,5784,5400,1,1,5/18/2018 16:54,1
24946,5785,5400,1,1,5/18/2018 16:54,1
24947,5786,5400,1,1,5/18/2018 16:54,1
24948,5787,5400,1,1,5/18/2018 16:54,1
24949,5788,5400,1,1,5/18/2018 16:54,1
24950,5789,5400,1,1,5/18/2018 16:54,1
24951,5790,5400,1,1,5/18/2018 16:54,1
24952,5791,5400,1,1,5/18/2018 16:54,1
24953,5792,5400,1,1,5/18/2018 16:54,1
24954,5793,5400,1,1,5/18/2018 16:54,1
24955,5794,5400,1,1,5/18/2018 16:54,1
24956,5795,5400,1,1,5/18/2018 16:54,1
24957,5796,5400,1,1,5/18/2018 16:54,1
24958,5797,5400,1,1,5/18/2018 16:54,1
24959,5798,5400,1,1,5/18/2018 16:54,1
24960,5799,5400,1,1,5/18/2018 16:54,1
24961,5800,5400,1,1,5/18/2018 16:54,1
24962,5801,5400,1,1,5/18/2018 16:54,1
24963,5802,5400,1,1,5/18/2018 16:54,1
24964,5803,5400,1,1,5/18/2018 16:54,1
24965,5804,5400,1,1,5/18/2018 16:54,1
24966,5805,5400,1,1,5/18/2018 16:54,1
24967,5806,5400,1,1,5/18/2018 16:54,1
24968,5807,5400,1,1,5/18/2018 16:54,1
24969,5808,5400,1,1,5/18/2018 16:54,1
24970,5809,5400,1,1,5/18/2018 16:54,1
24971,5810,5400,1,1,5/18/2018 16:54,1
24972,5811,5400,1,1,5/18/2018 16:54,1
24973,5207,5458,1,1,5/18/2018 16:56,1
24974,5216,5458,1,1,5/18/2018 16:56,1
24975,5233,5458,1,1,5/18/2018 16:56,1
24976,5234,5458,1,1,5/18/2018 16:56,1
24977,5239,5458,1,1,5/18/2018 16:56,1
24978,5249,5458,1,1,5/18/2018 16:56,1
24979,3120,5284,1,1,5/18/2018 16:56,1
24980,3122,5284,1,1,5/18/2018 16:56,1
24981,3129,5284,1,1,5/18/2018 16:56,1
24982,3141,5284,1,1,5/18/2018 16:56,1
24983,3146,5284,1,1,5/18/2018 16:56,1
24984,3158,5284,1,1,5/18/2018 16:56,1
24985,3163,5284,1,1,5/18/2018 16:56,1
24986,3167,5284,1,1,5/18/2018 16:56,1
24987,3176,5284,1,1,5/18/2018 16:56,1
24988,3177,5284,1,1,5/18/2018 16:56,1
24989,3178,5284,1,1,5/18/2018 16:56,1
24990,3180,5284,1,1,5/18/2018 16:56,1
24991,5207,5460,1,1,5/18/2018 16:57,1
24992,5216,5460,1,1,5/18/2018 16:57,1
24993,5233,5460,1,1,5/18/2018 16:57,1
24994,5234,5460,1,1,5/18/2018 16:57,1
24995,5239,5460,1,1,5/18/2018 16:57,1
24996,5240,5460,1,1,5/18/2018 16:57,1
24997,5249,5460,1,1,5/18/2018 16:57,1
24998,3434,5333,1,1,5/18/2018 17:01,1
24999,3436,5333,1,1,5/18/2018 17:01,1
25000,3437,5333,1,1,5/18/2018 17:01,1
25001,3438,5333,1,1,5/18/2018 17:01,1
25002,3440,5333,1,1,5/18/2018 17:01,1
25003,3442,5333,1,1,5/18/2018 17:01,1
25004,3445,5333,1,1,5/18/2018 17:01,1
25005,3450,5333,1,1,5/18/2018 17:01,1
25006,3454,5333,1,1,5/18/2018 17:01,1
25007,3455,5333,1,1,5/18/2018 17:01,1
25008,3456,5333,1,1,5/18/2018 17:01,1
25009,3460,5333,1,1,5/18/2018 17:01,1
25010,3461,5333,1,1,5/18/2018 17:01,1
25011,3462,5333,1,1,5/18/2018 17:01,1
25012,3464,5333,1,1,5/18/2018 17:01,1
25013,3465,5333,1,1,5/18/2018 17:01,1
25014,3466,5333,1,1,5/18/2018 17:01,1
25015,3471,5333,1,1,5/18/2018 17:01,1
25016,3476,5333,1,1,5/18/2018 17:01,1
25017,3481,5333,1,1,5/18/2018 17:01,1
25018,3486,5333,1,1,5/18/2018 17:01,1
25019,4223,5192,1,1,5/18/2018 17:02,1
25020,4225,5192,1,1,5/18/2018 17:02,1
25021,4226,5192,1,1,5/18/2018 17:02,1
25022,4227,5192,1,1,5/18/2018 17:02,1
25023,4228,5192,1,1,5/18/2018 17:02,1
25024,4229,5192,1,1,5/18/2018 17:02,1
25025,4230,5192,1,1,5/18/2018 17:02,1
25026,4231,5192,1,1,5/18/2018 17:02,1
25027,4232,5192,1,1,5/18/2018 17:02,1
25028,4233,5192,1,1,5/18/2018 17:02,1
25029,4234,5192,1,1,5/18/2018 17:02,1
25030,4235,5192,1,1,5/18/2018 17:02,1
25031,4236,5192,1,1,5/18/2018 17:02,1
25032,4237,5192,1,1,5/18/2018 17:02,1
25033,4238,5192,1,1,5/18/2018 17:02,1
25034,4239,5192,1,1,5/18/2018 17:02,1
25035,4240,5192,1,1,5/18/2018 17:02,1
25036,4241,5192,1,1,5/18/2018 17:02,1
25037,4242,5192,1,1,5/18/2018 17:02,1
25038,4243,5192,1,1,5/18/2018 17:02,1
25039,4245,5192,1,1,5/18/2018 17:02,1
25040,4246,5192,1,1,5/18/2018 17:02,1
25041,4247,5192,1,1,5/18/2018 17:02,1
25042,4248,5192,1,1,5/18/2018 17:02,1
25043,4249,5192,1,1,5/18/2018 17:02,1
25044,4250,5192,1,1,5/18/2018 17:02,1
25045,4251,5192,1,1,5/18/2018 17:02,1
25046,4252,5192,1,1,5/18/2018 17:02,1
25047,4253,5192,1,1,5/18/2018 17:02,1
25048,4254,5192,1,1,5/18/2018 17:02,1
25049,4255,5192,1,1,5/18/2018 17:02,1
25050,4256,5192,1,1,5/18/2018 17:02,1
25051,4257,5192,1,1,5/18/2018 17:02,1
25052,4258,5192,1,1,5/18/2018 17:02,1
25053,4259,5192,1,1,5/18/2018 17:02,1
25054,4260,5192,1,1,5/18/2018 17:02,1
25055,4261,5192,1,1,5/18/2018 17:02,1
25056,4262,5192,1,1,5/18/2018 17:02,1
25057,4263,5192,1,1,5/18/2018 17:02,1
25058,4264,5192,1,1,5/18/2018 17:02,1
25059,4265,5192,1,1,5/18/2018 17:02,1
25060,4266,5192,1,1,5/18/2018 17:02,1
25061,4267,5192,1,1,5/18/2018 17:02,1
25062,4268,5192,1,1,5/18/2018 17:02,1
25063,4269,5192,1,1,5/18/2018 17:02,1
25064,4270,5192,1,1,5/18/2018 17:02,1
25065,4271,5192,1,1,5/18/2018 17:02,1
25066,4272,5192,1,1,5/18/2018 17:02,1
25067,4273,5192,1,1,5/18/2018 17:02,1
25068,4274,5192,1,1,5/18/2018 17:02,1
25069,4275,5192,1,1,5/18/2018 17:02,1
25070,4276,5192,1,1,5/18/2018 17:02,1
25071,4277,5192,1,1,5/18/2018 17:02,1
25072,4278,5192,1,1,5/18/2018 17:02,1
25073,4279,5192,1,1,5/18/2018 17:02,1
25074,4280,5192,1,1,5/18/2018 17:02,1
25075,4281,5192,1,1,5/18/2018 17:02,1
25076,4282,5192,1,1,5/18/2018 17:02,1
25077,4283,5192,1,1,5/18/2018 17:02,1
25078,4284,5192,1,1,5/18/2018 17:02,1
25079,4285,5192,1,1,5/18/2018 17:02,1
25080,4733,5192,1,1,5/18/2018 17:02,1
25081,4734,5192,1,1,5/18/2018 17:02,1
25082,4735,5192,1,1,5/18/2018 17:02,1
25083,5394,5424,1,1,5/18/2018 17:04,1
25084,5395,5424,1,1,5/18/2018 17:04,1
25085,5396,5424,1,1,5/18/2018 17:04,1
25086,5397,5424,1,1,5/18/2018 17:04,1
25087,5398,5424,1,1,5/18/2018 17:04,1
25088,5399,5424,1,1,5/18/2018 17:04,1
25089,5400,5424,1,1,5/18/2018 17:04,1
25090,5401,5424,1,1,5/18/2018 17:04,1
25091,5402,5424,1,1,5/18/2018 17:04,1
25092,5404,5424,1,1,5/18/2018 17:04,1
25093,5405,5424,1,1,5/18/2018 17:04,1
25094,5406,5424,1,1,5/18/2018 17:04,1
25095,5407,5424,1,1,5/18/2018 17:04,1
25096,5408,5424,1,1,5/18/2018 17:04,1
25097,5409,5424,1,1,5/18/2018 17:04,1
25098,5410,5424,1,1,5/18/2018 17:04,1
25099,5411,5424,1,1,5/18/2018 17:04,1
25100,5412,5424,1,1,5/18/2018 17:04,1
25101,5413,5424,1,1,5/18/2018 17:04,1
25102,5414,5424,1,1,5/18/2018 17:04,1
25103,5415,5424,1,1,5/18/2018 17:04,1
25104,5416,5424,1,1,5/18/2018 17:04,1
25105,5417,5424,1,1,5/18/2018 17:04,1
25106,5418,5424,1,1,5/18/2018 17:04,1
25107,5419,5424,1,1,5/18/2018 17:04,1
25108,5420,5424,1,1,5/18/2018 17:04,1
25109,5421,5424,1,1,5/18/2018 17:04,1
25110,5422,5424,1,1,5/18/2018 17:04,1
25111,5423,5424,1,1,5/18/2018 17:04,1
25112,5424,5424,1,1,5/18/2018 17:04,1
25113,5425,5424,1,1,5/18/2018 17:04,1
25114,5426,5424,1,1,5/18/2018 17:04,1
25115,5427,5424,1,1,5/18/2018 17:04,1
25116,5428,5424,1,1,5/18/2018 17:04,1
25117,5429,5424,1,1,5/18/2018 17:04,1
25118,5430,5424,1,1,5/18/2018 17:04,1
25119,5431,5424,1,1,5/18/2018 17:04,1
25120,5432,5424,1,1,5/18/2018 17:04,1
25121,5433,5424,1,1,5/18/2018 17:04,1
25122,5434,5424,1,1,5/18/2018 17:04,1
25123,5435,5424,1,1,5/18/2018 17:04,1
25124,5436,5424,1,1,5/18/2018 17:04,1
25125,5437,5424,1,1,5/18/2018 17:04,1
